Accession,Source Type,Source Date,Geography,Is Origin?,Elevation (meters),Latitude,Longitude,Uncertainty,Taxon
PI 527031,Collection source event,4/1/1985,Zimbabwe,Y,1150,-19.63333333,31.18333333,2000,Sorghum bicolor subsp. bicolor
PI 527035,Collection source event,4/1/1985,Zimbabwe,Y,1000,-19.03333333,31.75,2000,Sorghum bicolor subsp. bicolor
PI 527043,Collection source event,4/1/1985,Zimbabwe,Y,1200,-18.58333333,31.58333333,2000,Sorghum bicolor subsp. bicolor
PI 527047,Collection source event,4/3/1985,Zimbabwe,Y,1300,-18.16666667,31.16666667,2000,Sorghum bicolor subsp. bicolor
PI 527073,Collection source event,4/3/1985,Zimbabwe,Y,1500,-18.7,32.18333333,2000,Sorghum bicolor subsp. bicolor
PI 527081,Collection source event,4/3/1985,Zimbabwe,Y,1500,-18.96666667,32.66666667,2000,Sorghum bicolor subsp. bicolor
PI 527085,Collection source event,4/3/1985,Zimbabwe,Y,1500,-18.66666667,32.66666667,2000,Sorghum bicolor subsp. bicolor
PI 527119,Collection source event,4/3/1985,Zimbabwe,Y,1500,-19.2,32.58333333,2000,Sorghum bicolor subsp. bicolor
PI 527123,Collection source event,4/3/1985,Zimbabwe,Y,1500,-19.53333333,32.66666667,2000,Sorghum bicolor subsp. bicolor
PI 527127,Collection source event,4/3/1985,Zimbabwe,Y,1500,-19.53333333,32.66666667,2000,Sorghum bicolor subsp. bicolor
PI 527131,Collection source event,4/3/1985,Zimbabwe,Y,1500,-19.83333333,32.75,2000,Sorghum bicolor subsp. bicolor
PI 527135,Collection source event,4/3/1985,Zimbabwe,Y,1500,-20.03333333,32.86666667,2000,Sorghum bicolor subsp. bicolor
PI 527165,Collection source event,4/3/1985,Zimbabwe,Y,1500,-17.58333333,27.36666667,2000,Sorghum bicolor subsp. bicolor
PI 527169,Collection source event,4/3/1985,Zimbabwe,Y,1500,-17.58333333,27.36666667,2000,Sorghum bicolor subsp. bicolor
PI 527177,Collection source event,4/3/1985,Zimbabwe,Y,1500,-17.58333333,27.36666667,2000,Sorghum bicolor subsp. bicolor
PI 527181,Collection source event,4/3/1985,Zimbabwe,Y,1500,-17.58333333,27.36666667,2000,Sorghum bicolor subsp. bicolor
PI 527185,Collection source event,4/3/1985,Zimbabwe,Y,1500,-17.58333333,27.36666667,2000,Sorghum bicolor subsp. bicolor
PI 527542,Collection source event,5/27/1985,Burundi,Y,1190,-3.95,30.16666667,2000,Sorghum bicolor subsp. bicolor
PI 527546,Collection source event,5/28/1985,Burundi,Y,1190,-3.61666667,30.43333333,2000,Sorghum bicolor subsp. bicolor
PI 527598,Collection source event,6/14/1985,Rwanda,Y,1420,-2.2,30.08333333,2000,Sorghum bicolor subsp. bicolor
PI 527602,Collection source event,6/15/1985,Rwanda,Y,1400,-2.3,30.26666667,2000,Sorghum bicolor subsp. bicolor
PI 527605,Collection source event,6/20/1985,Rwanda,Y,1480,-2.5,29.88333333,2000,Sorghum bicolor subsp. bicolor
PI 527609,Collection source event,6/21/1985,Rwanda,Y,1470,-2.35,29.86666667,2000,Sorghum bicolor subsp. bicolor
PI 527617,Collection source event,6/25/1985,Rwanda,Y,1590,-1.36666667,30.16666667,2000,Sorghum bicolor subsp. bicolor
PI 532185,Collection source event,4/22/1987,Oman,Y,500,23.16666667,57.16666667,2000,Sorghum bicolor subsp. bicolor
PI 532189,Collection source event,4/25/1987,Oman,Y,400,23.5,56.66666667,2000,Sorghum bicolor subsp. bicolor
PI 532193,Collection source event,4/28/1987,Oman,Y,500,23,57.5,2000,Sorghum bicolor subsp. bicolor
PI 532196,Collection source event,5/4/1987,Oman,Y,300,17.16666667,54.5,2000,Sorghum bicolor subsp. bicolor
PI 532203,Collection source event,5/13/1987,Oman,Y,350,17.16666667,54.5,2000,Sorghum bicolor subsp. bicolor
PI 532207,Collection source event,5/18/1987,Oman,Y,600,16.83333333,53.5,2000,Sorghum bicolor subsp. bicolor
PI 532210,Collection source event,6/2/1987,Oman,Y,500,22.83333333,57.5,2000,Sorghum bicolor subsp. bicolor
PI 532214,Collection source event,6/9/1987,Oman,Y,700,23.16666667,58.33333333,2000,Sorghum bicolor subsp. bicolor
PI 532657,Collection source event,4/6/1987,Zimbabwe,Y,1490,-20.16666667,32.83333333,2000,Sorghum bicolor subsp. bicolor
PI 535999,Collection source event,10/19/1986,Cameroon,Y,291,12.11666667,14.75,2000,Sorghum bicolor subsp. bicolor
PI 536003,Collection source event,10/25/1986,Cameroon,Y,800,10.71666667,14.2,2000,Sorghum bicolor subsp. bicolor
PI 536007,Collection source event,10/12/1986,Cameroon,Y,310,9.83333333,13.9,2000,Sorghum bicolor subsp. bicolor
PI 536514,Collection source event,11/9/1986,Maldives,Y,,6.75,72.91666667,2000,Sorghum bicolor subsp. bicolor
PI 542645,Collection source event,6/20/1988,Algeria,Y,1300,24.33333333,5.5,2000,Sorghum bicolor subsp. bicolor
PI 549170,Collection source event,11/20/1987,Mauritania,Y,150,15.7,-9.73333333,2000,Sorghum bicolor subsp. bicolor
PI 549204,Collection source event,11/29/1987,Chad,Y,450,10.83333333,19.83333333,2000,Sorghum bicolor subsp. bicolor
PI 549208,Collection source event,12/1/1987,Chad,Y,450,10.5,20.66666667,2000,Sorghum bicolor subsp. bicolor
PI 550577,Collection source event,11/17/1987,Chad,Y,340,12,17,2000,Sorghum bicolor subsp. bicolor
PI 570717,Collection source event,,Sudan,Y,618,4.408056,32.574999,,Sorghum bicolor subsp. bicolor
PI 570728,Collection source event,,"Sudan, Kordofan",Y,528,11.016667,29.716667,,Sorghum bicolor subsp. bicolor
PI 570766,Collection source event,,"Sudan, Northern",Y,,19.139999,32.400001,,Sorghum bicolor subsp. bicolor
PI 570908,Collection source event,,"Sudan, Kordofan",Y,689,11.144169,30.181096,,Sorghum bicolor subsp. bicolor
PI 570945,Collection source event,,"Sudan, Kordofan",Y,689,11.144169,30.181096,,Sorghum bicolor subsp. bicolor
PI 527255,Collection source event,3/28/1985,Zimbabwe,Y,1150,-19.91666667,32.33333333,2000,Sorghum bicolor subsp. bicolor
PI 532564,Collection source event,,Chad,Y,350,12.66666667,17.33333333,2000,Sorghum bicolor subsp. verticilliflorum
PI 532565,Collection source event,,Chad,Y,550,12.83333333,21.16666667,2000,Sorghum bicolor subsp. verticilliflorum
PI 532566,Collection source event,,Chad,Y,320,13.5,16.5,2000,Sorghum bicolor subsp. verticilliflorum
PI 532567,Collection source event,,Chad,Y,310,12.83333333,15.16666667,2000,Sorghum hybr.
PI 532568,Collection source event,,Chad,Y,440,10.83333333,19.83333333,2000,Sorghum bicolor subsp. verticilliflorum
PI 535994,Collection source event,10/21/1986,Cameroon,Y,300,11.25,14.66666667,2000,Sorghum bicolor subsp. verticilliflorum
PI 535995,Collection source event,10/30/1986,Cameroon,Y,970,10.56666667,13.58333333,2000,Sorghum bicolor subsp. verticilliflorum
PI 610672,Collection source event,,"China, Heilongjiang Sheng",Y,,45.75,126.6833333,2000,Sorghum bicolor subsp. bicolor
PI 610677,Collection source event,,"China, Jilin Sheng",Y,,43.83333333,125.3333333,2000,Sorghum bicolor subsp. bicolor
PI 610678,Collection source event,,"China, Jilin Sheng",Y,,43.83333333,125.3333333,2000,Sorghum bicolor subsp. bicolor
PI 610679,Collection source event,,"China, Jilin Sheng",Y,,43.83333333,125.3333333,2000,Sorghum bicolor subsp. bicolor
PI 610681,Collection source event,,"China, Jilin Sheng",Y,,43.83333333,125.3333333,2000,Sorghum bicolor subsp. bicolor
PI 610691,Collection source event,,"China, Shanxi Sheng",Y,,38.51666667,112.9333333,2000,Sorghum bicolor subsp. bicolor
PI 610692,Collection source event,,"China, Shanxi Sheng",Y,,37.16666667,112.1333333,2000,Sorghum bicolor subsp. bicolor
PI 610693,Collection source event,,"China, Shanxi Sheng",Y,,38.7,112.75,2000,Sorghum bicolor subsp. bicolor
PI 610694,Collection source event,,"China, Shanxi Sheng",Y,,37.83333333,112.5,2000,Sorghum bicolor subsp. bicolor
PI 610695,Collection source event,,"China, Shanxi Sheng",Y,,39.2,113.2666667,2000,Sorghum bicolor subsp. bicolor
PI 610696,Collection source event,,"China, Shanxi Sheng",Y,,37.2,111.2333333,2000,Sorghum bicolor subsp. bicolor
PI 610697,Collection source event,,"China, Shanxi Sheng",Y,,37.66666667,112.7333333,2000,Sorghum bicolor subsp. bicolor
PI 610698,Collection source event,,"China, Shanxi Sheng",Y,,38.7,113.1833333,2000,Sorghum bicolor subsp. bicolor
PI 610700,Collection source event,,"China, Shanxi Sheng",Y,,37.16666667,112.1333333,2000,Sorghum bicolor subsp. bicolor
PI 610701,Collection source event,,China,Y,,37.66666667,112.7333333,2000,Sorghum bicolor subsp. bicolor
PI 610702,Collection source event,,"China, Shanxi Sheng",Y,,37.83333333,112.5,2000,Sorghum bicolor subsp. bicolor
PI 610703,Collection source event,,"China, Shanxi Sheng",Y,,38.4,112.7333333,2000,Sorghum bicolor subsp. bicolor
PI 610705,Collection source event,,"China, Shanxi Sheng",Y,,38.7,112.75,2000,Sorghum bicolor subsp. bicolor
PI 610707,Collection source event,,"China, Shanxi Sheng",Y,,38.4,112.7333333,2000,Sorghum bicolor subsp. bicolor
PI 610708,Collection source event,,"China, Shanxi Sheng",Y,,38.53333333,112.9833333,2000,Sorghum bicolor subsp. bicolor
PI 610709,Collection source event,,"China, Shanxi Sheng",Y,,38.71666667,113.25,2000,Sorghum bicolor subsp. bicolor
PI 610711,Collection source event,,"China, Shanxi Sheng",Y,,38.71666667,113.25,2000,Sorghum bicolor subsp. bicolor
PI 610712,Collection source event,,"China, Shanxi Sheng",Y,,39.5,111.6166667,2000,Sorghum bicolor subsp. bicolor
PI 610713,Collection source event,,"China, Shanxi Sheng",Y,,38.4,112.7333333,2000,Sorghum bicolor subsp. bicolor
PI 610714,Collection source event,,"China, Shanxi Sheng",Y,,37.23333333,111.7166667,2000,Sorghum bicolor subsp. bicolor
PI 610715,Collection source event,,"China, Shanxi Sheng",Y,,39.2,113.2666667,2000,Sorghum bicolor subsp. bicolor
PI 610716,Collection source event,,"China, Shanxi Sheng",Y,,37.2,111.2333333,2000,Sorghum bicolor subsp. bicolor
PI 610718,Collection source event,,"China, Shanxi Sheng",Y,,38.73333333,112.75,2000,Sorghum bicolor subsp. bicolor
PI 610719,Collection source event,,"China, Shanxi Sheng",Y,,38.53333333,112.9833333,2000,Sorghum bicolor subsp. bicolor
PI 610720,Collection source event,,"China, Shanxi Sheng",Y,,38.71666667,113.25,2000,Sorghum bicolor subsp. bicolor
PI 610721,Collection source event,,"China, Shanxi Sheng",Y,,38.4,112.7333333,2000,Sorghum bicolor subsp. bicolor
PI 610723,Collection source event,,"China, Shanxi Sheng",Y,,38.71666667,113.25,2000,Sorghum bicolor subsp. bicolor
PI 610724,Collection source event,,"China, Shanxi Sheng",Y,,39.1,112.9833333,2000,Sorghum bicolor subsp. bicolor
PI 610725,Collection source event,,"China, Shanxi Sheng",Y,,38.73333333,112.75,2000,Sorghum bicolor subsp. bicolor
PI 610727,Collection source event,,"China, Shanxi Sheng",Y,,37.8,113.6166667,2000,Sorghum bicolor subsp. bicolor
PI 610728,Collection source event,,"China, Shanxi Sheng",Y,,37.03333333,111.9166667,2000,Sorghum bicolor subsp. bicolor
PI 610729,Collection source event,,"China, Shanxi Sheng",Y,,36.06666667,111.3666667,2000,Sorghum bicolor subsp. bicolor
PI 610731,Collection source event,,"China, Shanxi Sheng",Y,,37.33333333,111.1833333,2000,Sorghum bicolor subsp. bicolor
PI 610732,Collection source event,,"China, Shanxi Sheng",Y,,38.28333333,111.6666667,2000,Sorghum bicolor subsp. bicolor
PI 610733,Collection source event,,"China, Shanxi Sheng",Y,,38.73333333,112.75,2000,Sorghum bicolor subsp. bicolor
PI 610734,Collection source event,,"China, Shanxi Sheng",Y,,38.73333333,112.75,2000,Sorghum bicolor subsp. bicolor
PI 610735,Collection source event,,"China, Shanxi Sheng",Y,,38.91666667,111.8333333,2000,Sorghum bicolor subsp. bicolor
PI 610736,Collection source event,,"China, Shanxi Sheng",Y,,38.36666667,111.9333333,2000,Sorghum bicolor subsp. bicolor
PI 610737,Collection source event,,"China, Shanxi Sheng",Y,,38.71666667,113.25,2000,Sorghum bicolor subsp. bicolor
PI 610738,Collection source event,,"China, Shanxi Sheng",Y,,37.86666667,112.55,2000,Sorghum bicolor subsp. bicolor
PI 610739,Collection source event,,"China, Shanxi Sheng",Y,,37.68333333,112.7333333,2000,Sorghum bicolor subsp. bicolor
PI 610740,Collection source event,,"China, Shanxi Sheng",Y,,37.2,112.1833333,2000,Sorghum bicolor subsp. bicolor
PI 610741,Collection source event,,"China, Shanxi Sheng",Y,,36.15,110.6166667,2000,Sorghum bicolor subsp. bicolor
PI 610743,Collection source event,,"China, Shanxi Sheng",Y,,37.03333333,111.9166667,2000,Sorghum bicolor subsp. bicolor
PI 610744,Collection source event,,"China, Shanxi Sheng",Y,,39.7,113.6833333,2000,Sorghum bicolor subsp. bicolor
PI 610745,Collection source event,,"China, Shanxi Sheng",Y,,38.4,112.7333333,2000,Sorghum bicolor subsp. bicolor
PI 610746,Collection source event,,"China, Shanxi Sheng",Y,,38.4,112.7333333,2000,Sorghum bicolor subsp. bicolor
PI 610747,Collection source event,,"China, Shanxi Sheng",Y,,38.73333333,112.75,2000,Sorghum bicolor subsp. bicolor
PI 610748,Collection source event,,"China, Shanxi Sheng",Y,,36.41666667,113.1833333,2000,Sorghum bicolor subsp. bicolor
PI 610749,Collection source event,,"China, Shanxi Sheng",Y,,36.5,112.3333333,2000,Sorghum bicolor subsp. bicolor
PI 462030,Collection source event,11/19/1980,Yemen,Y,1720,13.15,44.13333333,2000,Sorghum bicolor subsp. bicolor
PI 462031,Collection source event,11/19/1980,Yemen,Y,1720,13.15,44.13333333,2000,Sorghum bicolor subsp. bicolor
PI 462032,Collection source event,11/19/1980,Yemen,Y,1800,13.18333333,44.11666667,2000,Sorghum bicolor subsp. bicolor
PI 462033,Collection source event,11/19/1980,Yemen,Y,1800,13.18333333,44.11666667,2000,Sorghum bicolor subsp. bicolor
PI 462034,Collection source event,11/20/1980,Yemen,Y,,13.51666667,44.01666667,2000,Sorghum bicolor subsp. bicolor
PI 462035,Collection source event,11/20/1980,Yemen,Y,,13.51666667,44.01666667,2000,Sorghum bicolor subsp. bicolor
PI 462036,Collection source event,11/20/1980,Yemen,Y,,13.51666667,44.01666667,2000,Sorghum bicolor subsp. bicolor
PI 462037,Collection source event,11/20/1980,Yemen,Y,,13.51666667,44.01666667,2000,Sorghum bicolor subsp. bicolor
PI 462038,Collection source event,11/20/1980,Yemen,Y,1550,13.61666667,44.11666667,2000,Sorghum bicolor subsp. bicolor
PI 462040,Collection source event,11/20/1980,Yemen,Y,1600,13.7,44.13333333,2000,Sorghum bicolor subsp. bicolor
PI 462041,Collection source event,11/20/1980,Yemen,Y,1800,13.81666667,44.16666667,2000,Sorghum bicolor subsp. bicolor
PI 462043,Collection source event,11/20/1980,Yemen,Y,1800,13.81666667,44.16666667,2000,Sorghum bicolor subsp. bicolor
PI 462044,Collection source event,11/20/1980,Yemen,Y,2220,13.85,44.18333333,2000,Sorghum bicolor subsp. bicolor
PI 462045,Collection source event,11/20/1980,Yemen,Y,2260,13.91666667,44.18333333,2000,Sorghum bicolor subsp. bicolor
PI 462047,Collection source event,11/24/1980,Yemen,Y,80,15.21666667,43.08333333,2000,Sorghum bicolor subsp. bicolor
PI 462048,Collection source event,11/24/1980,Yemen,Y,90,15.21666667,43.1,2000,Sorghum bicolor subsp. bicolor
PI 462049,Collection source event,11/24/1980,Yemen,Y,150,15.23333333,43.15,2000,Sorghum bicolor subsp. bicolor
PI 462051,Collection source event,11/24/1980,Yemen,Y,180,15.23333333,43.18333333,2000,Sorghum bicolor subsp. bicolor
PI 462052,Collection source event,11/25/1980,Yemen,Y,10,14.63333333,43.06666667,2000,Sorghum bicolor subsp. bicolor
PI 462054,Collection source event,11/25/1980,Yemen,Y,30,14.63333333,43.05,2000,Sorghum bicolor subsp. bicolor
PI 462055,Collection source event,11/26/1980,Yemen,Y,300,14.68333333,43.28333333,2000,Sorghum bicolor subsp. bicolor
PI 462056,Collection source event,11/27/1980,Yemen,Y,80,13.46666667,43.46666667,2000,Sorghum bicolor subsp. bicolor
PI 462058,Collection source event,11/28/1980,Yemen,Y,180,13.26666667,43.51666667,2000,Sorghum bicolor subsp. bicolor
PI 462059,Collection source event,11/28/1980,Yemen,Y,180,13.26666667,43.51666667,2000,Sorghum bicolor subsp. bicolor
PI 462060,Collection source event,11/28/1980,Yemen,Y,180,13.26666667,43.51666667,2000,Sorghum bicolor subsp. bicolor
PI 462062,Collection source event,11/28/1980,Yemen,Y,440,13.31666667,43.75,2000,Sorghum bicolor subsp. bicolor
PI 462063,Collection source event,11/29/1980,Yemen,Y,1200,13.63333333,44.35,2000,Sorghum bicolor subsp. bicolor
PI 462065,Collection source event,12/2/1980,Yemen,Y,1740,15.73333333,43.58333333,2000,Sorghum bicolor subsp. bicolor
PI 462066,Collection source event,12/2/1980,Yemen,Y,1740,15.73333333,43.58333333,2000,Sorghum bicolor subsp. bicolor
PI 462067,Collection source event,12/2/1980,Yemen,Y,1740,15.73333333,43.58333333,2000,Sorghum bicolor subsp. bicolor
PI 462068,Collection source event,12/2/1980,Yemen,Y,1620,15.7,43.6,2000,Sorghum bicolor subsp. bicolor
PI 462069,Collection source event,12/2/1980,Yemen,Y,1620,15.7,43.6,2000,Sorghum bicolor subsp. bicolor
PI 462070,Collection source event,12/3/1980,Yemen,Y,1920,16.9,43.68333333,2000,Sorghum bicolor subsp. bicolor
PI 462071,Collection source event,12/3/1980,Yemen,Y,1900,16.91666667,43.68333333,2000,Sorghum bicolor subsp. bicolor
PI 462073,Collection source event,12/3/1980,Yemen,Y,1920,16.95,43.66666667,2000,Sorghum bicolor subsp. bicolor
PI 462074,Collection source event,12/4/1980,Yemen,Y,,17.06666667,43.6,2000,Sorghum bicolor subsp. bicolor
PI 462075,Collection source event,12/4/1980,Yemen,Y,,17.06666667,43.6,2000,Sorghum bicolor subsp. bicolor
PI 462076,Collection source event,12/4/1980,Yemen,Y,2070,16.91666667,43.28333333,2000,Sorghum bicolor subsp. bicolor
PI 462077,Collection source event,12/5/1980,Yemen,Y,1580,17,43.35,2000,Sorghum bicolor subsp. bicolor
PI 462078,Collection source event,12/5/1980,Yemen,Y,1860,16.98333333,43.43333333,2000,Sorghum bicolor subsp. bicolor
PI 462079,Collection source event,12/5/1980,Yemen,Y,1740,16.98333333,43.78333333,2000,Sorghum bicolor subsp. bicolor
PI 462080,Collection source event,12/5/1980,Yemen,Y,1730,17.03333333,43.76666667,2000,Sorghum bicolor subsp. bicolor
PI 462081,Collection source event,12/6/1980,Yemen,Y,1820,16.91666667,43.76666667,2000,Sorghum bicolor subsp. bicolor
PI 462082,Collection source event,12/8/1980,Yemen,Y,2150,15.06666667,43.73333333,2000,Sorghum bicolor subsp. bicolor
PI 462083,Collection source event,12/8/1980,Yemen,Y,2150,15.06666667,43.73333333,2000,Sorghum bicolor subsp. bicolor
PI 462084,Collection source event,12/9/1980,Yemen,Y,260,14.73333333,43.36666667,2000,Sorghum bicolor subsp. bicolor
PI 462085,Collection source event,12/9/1980,Yemen,Y,280,14.75,43.38333333,2000,Sorghum bicolor subsp. bicolor
PI 462086,Collection source event,12/10/1980,Yemen,Y,420,14.1,43.58333333,2000,Sorghum bicolor subsp. bicolor
PI 462087,Collection source event,12/10/1980,Yemen,Y,710,14.13333333,43.75,2000,Sorghum bicolor subsp. bicolor
PI 462090,Collection source event,12/11/1980,Yemen,Y,980,14.25,43.75,2000,Sorghum bicolor subsp. bicolor
PI 462091,Collection source event,12/11/1980,Yemen,Y,880,14.28333333,43.6,2000,Sorghum bicolor subsp. bicolor
PI 462093,Collection source event,12/11/1980,Yemen,Y,880,14.28333333,43.6,2000,Sorghum bicolor subsp. bicolor
PI 462094,Collection source event,12/11/1980,Yemen,Y,880,14.28333333,43.6,2000,Sorghum bicolor subsp. bicolor
PI 462095,Collection source event,12/11/1980,Yemen,Y,380,14.36666667,43.48333333,2000,Sorghum bicolor subsp. bicolor
PI 462097,Collection source event,12/13/1980,Yemen,Y,1440,14.1,44.18333333,2000,Sorghum bicolor subsp. bicolor
PI 462098,Collection source event,12/13/1980,Yemen,Y,1440,14.1,44.18333333,2000,Sorghum bicolor subsp. bicolor
PI 462099,Collection source event,12/13/1980,Yemen,Y,1440,14.1,44.18333333,2000,Sorghum bicolor subsp. bicolor
PI 462101,Collection source event,12/14/1980,Yemen,Y,2200,14.45,44.6,2000,Sorghum bicolor subsp. bicolor
PI 462102,Collection source event,12/14/1980,Yemen,Y,2000,13.98333333,45.6,2000,Sorghum bicolor subsp. bicolor
PI 462104,Collection source event,12/15/1980,Yemen,Y,1740,14.1,45.45,2000,Sorghum bicolor subsp. bicolor
PI 462373,Collection source event,12/4/1981,Sudan,Y,2400,12.91666667,24.3,2000,Sorghum bicolor subsp. bicolor
PI 481880,Collection source event,10/31/1981,Sudan,Y,850,12.6,24.18333333,2000,Sorghum bicolor subsp. bicolor
PI 481881,Collection source event,10/31/1981,Sudan,Y,1150,12.96666667,24.06666667,2000,Sorghum bicolor subsp. bicolor
PI 481882,Collection source event,11/1/1981,Sudan,Y,1000,13.13333333,27.98333333,2000,Sorghum bicolor subsp. bicolor
